id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
34262,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Chanderi Dupatta
18894,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,Arrow Woman Lida Black Dress
22909,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Mark Taylor Men Brown Printed T-shirt
13672,Unisex,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Levis Kids Blue Solid Jean
27447,Women,Apparel,Topwear,Tshirts,Purple,Winter,2015.0,Casual,Jockey Women  Round Neck Purple T-Shirt
54989,Women,Apparel,Topwear,Shirts,Pink,Fall,2012.0,Casual,Femella Women Pink Shirt
34050,Boys,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Gini and Jony Boys Maroon Shirt
6685,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Women's Photo Prints Light Green T-shirt
5000,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Gloria Green Kidswear
53390,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Aurelia Women Beige Kurta
15585,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Printed Sweatshirt
11125,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Urban Yoga Women Solid Black Track Pants
14691,Men,Apparel,Bottomwear,Trousers,Tan,Fall,2011.0,Casual,Basics Men Tan Trousers
4314,Unisex,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Tantra Kid's Unisex 3 Elephants White Kidswear
52084,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Myntra Women Pink T-shirt
42216,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Sepia Women Black Dress
3131,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010.0,Casual,DUSG Men's Periyar Cotton Melange T-shirt
30636,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Sports,Nike Women Printed Tempo Blue Shorts
51601,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Molly Jeans
7591,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's As Tennis Mas T-shirt
18860,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men White Grafitti T-shirt
34296,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Women Brown Tussar Dupatta
23221,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Aneri Women Maroon Embroidery Kurta
12754,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans
9639,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Blue Shirts
51433,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Myntra Women Pink Checked Casual Shirt
37621,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Madagascar3 Boys Yellow Printed T-Shirt
15571,Boys,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Chhota Bheem Kids Boys Spare Me TShirt
24236,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,La-Emotio Women Purple Kurta
10003,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Women As Nike Eleme White T-Shirt
43592,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Polo Striped Pink T-shirt
26105,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt
3767,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Status Quo Men's Blue Polo T-shirt
6215,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Lee Men's Printed White T-shirt
26939,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Jealous 21 Women Printed Pink T-shirt
15115,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2012.0,Formal,Arrow Men TR Finish Navy Blue Trousers
5490,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mr.Men Men's Wave Rider Grey Melange T-shirt
25780,Men,Apparel,Topwear,Suspenders,Blue,Summer,2012.0,Formal,Arrow Men Blue Suspenders
10467,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts
4770,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Sports,ADIDAS Women Ess Mf3s Black White Capri
15327,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Nike Men Stripes Blue Tshirts
21112,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,s.Oliver Women White Top
38803,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Marvel Men Blue Printed T-shirt
44585,Men,Apparel,Bottomwear,Jeans,Black,Summer,2017.0,Casual,Lee Men Black Skinny Fit Jeans
59834,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Men Navy Blue Shirt
32505,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Black Shirt
40125,Boys,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Gini and Jony Boys Customised Black Shorts
57192,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Elle Women Pale Blue Tunic
10655,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Doodle Girl Denim skirt with belt Blue Skirts
54717,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,Shree Women Blue Printed Kurta
42672,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Alma Women Red Printed Kurta
12102,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Printed Purple Kurtas
6027,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,UCB Men's Big Benetton Red T-shirt
22797,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,Manchester United Men Grey Shorts
36738,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Spykar Women Cult White T-shirt
5803,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Women's Street Blue T-shirt
39770,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Peter England Men Multi Coloured Casual Shirt
32398,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Arrow Woman Printed Cream & Brown Top
35981,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Flying Machine Women Pop White T-shirt
8720,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Stripes Green Shirts
7768,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men's As Vapor Ulti Grey Black T-Shirt
16931,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Spykar Men Solid Green Tshirt
49635,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2010.0,Casual,Mineral Women Pink Skirt
19145,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Solid Red SweatShirt
26798,Men,Apparel,Topwear,Shirts,Blue,Summer,2013.0,Formal,Arrow Men Blue Shirt
2028,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010.0,Casual,ADIDAS Men Classic Navy Blue T-shirt
22338,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,John Players Men Solid Black Polo T-Shirt
19979,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,United Colors of Benetton Men Printed Pink TShirt
6488,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Strip White T-shirt
50718,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Doodle Boys Navy Blue Printed T-Shirt
25921,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Femella Women Lime Green T-shirt
38490,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Pack Of Two White T-shirt
33078,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Printed Navy Blue T-Shirt
44916,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2012.0,Casual,Puma Men Black 3/4 Length Pants
11328,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
48383,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,French Connection Men Black Jeans
30299,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Urban Games Off White T-shirt
7902,Men,Apparel,Bottomwear,Shorts,Brown,Fall,2011.0,Casual,Proline Men Brown & Blue Checked Shorts
13827,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Indigo Nation Men Solid Black Sweaters
41800,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,Remanika Women Beige Top
57965,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,Prafful Multi Coloured Sari
5669,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Men's Page Choco T-shirt
39126,Women,Apparel,Bottomwear,Leggings,Yellow,Fall,2012.0,Casual,Aneri Women Yellow Leggings
57159,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Elle Women Coral Essentials T-shirt
20239,Women,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Wrangler Women Printed Maroon T-shirt
39314,Girls,Apparel,Bottomwear,Skirts,Red,Summer,2012.0,Casual,Gini and Jony Girls Red Skirt
13229,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Navy Blue Trousers
19713,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,United Colors of Benetton Men Navy Blue Check Shirt
30897,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Mustard,Summer,2012.0,Ethnic,Fabindia Women Mustard Kalamkari Salwar
8182,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Locomotive Men Check Ladomar White Shirts
26308,Men,Apparel,Topwear,Tshirts,Blue,Summer,2013.0,Casual,Proline Men Pack of 3 T-Shirts
56843,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
15318,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Nike Men Printed White Sweatshirts
40926,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans
57991,Women,Apparel,Dress,Dresses,Blue,Fall,2012.0,Casual,Latin Quarters Women Blue Dress
21911,Women,Apparel,Apparel Set,Kurta Sets,Pink,Fall,2011.0,Ethnic,Biba Women Pink & Brown Printed Churidar Kurta with Dupatta
10458,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Flying Machine Men Green Polo Tshirts
9262,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
18635,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Puma Men Bts Red Tshirts
51854,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Highlander Men Check Blue Shirt
3758,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Buchanan Street Green T-shirt
23448,Women,Apparel,Topwear,Tunics,Multi,Fall,2011.0,Casual,Satya Paul Women Multi Coloured Printed Tunic
30863,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Mangalgiri Kurta
26906,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Jealous 21 Women  Pink Top
29172,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Printed Pink Skirt
10800,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Wander Wheels Blue Shirt
59661,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Purple Printed Evening Wear Sari
39784,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Peter England Men Red Formal Shirt
4925,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Valencia Green Blue Kidswear
48521,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,French Connection Women Black  Printed Top
9606,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Indigo Nation Men Price catch Yellow Shirts
54942,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Do u speak green Men Green T-shirt
42229,Women,Apparel,Topwear,Tunics,Green,Summer,2012.0,Casual,Sepia Women Green Tunic
30609,Men,Apparel,Bottomwear,Shorts,Black,Spring,2013.0,Sports,Nike Men Black Shorts
3932,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Jealous 21 Women's White Black T-shirt
32962,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Men Printed Black T-shirt
59453,Men,Apparel,Topwear,Shirts,Purple,Fall,2012.0,Casual,Arrow New York Men Purple Slim Fit Shirt
52887,Women,Apparel,Saree,Sarees,Blue,Summer,2012.0,Ethnic,FNF Blue Printed Sari
21115,Women,Apparel,Topwear,Tops,Lavender,Fall,2011.0,Casual,s.Oliver Women Solid Lavender Top
15320,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Nike Men Solid Navy Blue Sweatshirts
4777,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Women's Flora Blue T-shirt
44582,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017.0,Casual,Lee Men Bern Navy Blue Jeans
38804,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Joker Men Blue T-shirt
21929,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta
32502,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,Scullers Men Striped Brown Shirt
59833,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,United Colors of Benetton Men Green Shirt
11780,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Printed Grey Tshirts
57195,Women,Apparel,Topwear,Tunics,Olive,Summer,2012.0,Casual,Elle Women Olive Green Tunic
10652,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Doodle Girl Denim skirt with belt Blue Skirts
2480,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010.0,Casual,Puma Men's Foundation Navy Blue Polo T-shirt
54710,Women,Apparel,Topwear,Kurtas,Orange,Fall,2012.0,Ethnic,Shree Women Orange Printed Kurta
12105,Women,Apparel,Topwear,Kurtis,White,Fall,2011.0,Ethnic,W Women Printed White Kurtis
42675,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Alma Women Black Kurta
23642,Men,Apparel,Topwear,Tshirts,Black,Spring,2013.0,Casual,Jimi Hendrix Men Black Printed T-Shirt
9854,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Indian Terrain Men Laffer Black Trousers
6020,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,UCB Men's Roundneck With Sail Racing Print Red T-shirt
12939,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Basics Men Black Slim Fit Checked Shirt
8388,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,ADIDAS Women Wo Basic Black Track Pants
3760,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Harbour Island Black T-shirt
12337,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Navy Blue Polo T-Shirts
6212,Women,Apparel,Topwear,Tops,Brown,Summer,2011.0,Casual,UCB Women Photo Print Lavender Top
16797,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Highlander Men Stripes Black Shirt
15112,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Formal,Arrow Men TR Finish Olive Trousers
5497,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Mr.Men Men's Cool Guy Lilac T-shirt
25787,Men,Apparel,Topwear,Suspenders,Red,Summer,2012.0,Formal,Arrow Men Red Suspenders
10460,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Flying Machine Green Polo Tshirts
12753,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Spykar Men Ep Jeans Black Jeans
54146,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Femella Women Black Top
18269,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Aneri Women Monalisa Black Tunic
48519,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,French Connection Women Blue Top
51434,Women,Apparel,Topwear,Shirts,Turquoise Blue,Summer,2012.0,Casual,Myntra Women Turquoise Blue Check Shirt
37626,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Girls Pink Printed T-Shirt
15576,Boys,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,Chhota Bheem Kids Boys Double Trouble TShirt
59659,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Purple Evening Wear Sari
10004,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Men As 7 Sw Temp Grey Shorts
14696,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Basics Men Olive Trousers
52083,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Women White T-shirt
4313,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Elephant Pink Kidswear
19189,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Shirt
42211,Women,Apparel,Topwear,Tunics,Lavender,Summer,2012.0,Casual,Sepia Women Lavender Tunic
7596,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's As Nike Rpeat T-Shirt
51606,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeans
23226,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Aneri Women Komal Brown Kurta
34291,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Green Chanderi Dupatta
18867,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Knits Panel Shorts
8718,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Indigo Nation Men Red Tshirts
27440,Women,Apparel,Topwear,Tops,Purple,Fall,2015.0,Casual,Jockey Women Purple Racerback Tank Top
34057,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Blue 3/4 Length Pants
53397,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Alma Women White & Mustard Printed Kurta
20665,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Striped Blue Tshirt
5007,Women,Apparel,Dress,Dresses,Purple,Summer,2011.0,Casual,Gini and Jony Girl's Sandra Purple Kidswear
33272,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini & Jony Girls Pink Pedal Pusher
14662,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt
21585,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans
52077,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue & Green T-shirt
25919,Women,Apparel,Topwear,Tshirts,Magenta,Summer,2012.0,Casual,Femella Women Magenta T-shirt
33040,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Mother Earth Women Green Kurta
11310,Men,Apparel,Bottomwear,Jeans,Black,Summer,2016.0,Casual,Wrangler Men Black Texas Jeans
12595,Unisex,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Tantra Unisex Printed Black Tshirts
16909,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Status Quo Men Solid Grey Sweatshirt
2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,ADIDAS Mens Classic Green Polo T-shirt
13447,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Pink Tshirts
7562,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As T90 Ss Top T-Shirt
16135,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Tokyo Talkies Women Printed White Top
50720,Girls,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,Doodle Girls Orange Printed Dress
18893,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Arrow Woman Eleana Purple Top
34265,Women,Apparel,Topwear,Dupatta,Cream,Summer,2012.0,Ethnic,Fabindia Women Cream Chanderi Dupatta
52413,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015.0,Casual,Red Rose Women Black Nightdress
4783,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Women's V Neck With Crystal White T-shirt
20033,Women,Apparel,Topwear,Shirts,Lavender,Summer,2011.0,Casual,United Colors of Benetton Women Solid Lavender Shirt
41004,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts
25541,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Wrangler Women Striper Tank Blue Top
11774,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Lee Men Printed Green Tshirts
57161,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Elle Women Pink Essentials Top
27216,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Doodle Kids Boy  Navy Blue Shorts
19519,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Black Sweater
42681,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Alma Women Blue Kurta
50344,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Black Printed Kurta
16551,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Basics Men Red Printed T-shirt
22764,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Solid Blue Kurta
27024,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans
28850,Men,Apparel,Topwear,Tshirts,Green,Summer,2013.0,Casual,Proline Men Green Polo T-shirt
3794,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Basics Men Blue & White Striped Polo T-shirt
31141,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
34433,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Women Dont Think Blue T-shirt
46013,Women,Apparel,Saree,Sarees,Red,Summer,2012.0,Ethnic,Fabindia Red Self-Striped Saree
14034,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Check Blue Shirts
20201,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Wrangler Men Seattle Glow White Sweatshirt
25773,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Red Suspenders
11546,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Printed Grey Kurtas
41236,Girls,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Gini and Jony Kids Girls Black Capris
10494,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Women Blue Polo Tshirts
17810,Men,Apparel,Topwear,Tshirts,Multi,Fall,2011.0,Casual,Chhota Bheem Kids Boy Chhota Bheem and Krishna Multi Tshirt
3935,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Jealous 21 Women's Yellow Miss T-shirt
23219,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Aneri Women Shalini Cream Kurta
18858,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Generation Red Polo Tshirt
59454,Men,Apparel,Topwear,Shirts,Black,Fall,2012.0,Formal,Arrow New York Men Black Check Shirt
40579,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,W Women Navy Blue Kurta
52880,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Printed Green Sari
45837,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Vishudh Women Magenta Kurta
10807,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wrangler Men Stampede Printed Stripe Black Shirts
59666,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multicoloured Evening Wear Sari
4922,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Infant Kidswear
39783,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Peter England Men Maroon Formal Shirt
41699,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Casual,DC Comics Men Blue Printed Lounge Pants
18256,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011.0,Ethnic,Aneri Women Anrtara Multi Kurta
9601,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue White Shirts
54945,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Do u speak green Men Cream T-Shirt
53738,Men,Apparel,Bottomwear,Track Pants,White,Summer,2012.0,Casual,ADIDAS Men White Track Pant
18632,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men GP Speed Red Tshirts
50981,Women,Apparel,Loungewear and Nightwear,Nightdress,Brown,Summer,2017.0,Casual,Enamor Women Brown Nightdress
9265,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Scul Black Shirts
30864,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Fabindia Women Magenta Kurta
26901,Women,Apparel,Topwear,Tops,Turquoise Blue,Summer,2012.0,Casual,Jealous 21 Women Printed Turquoise Blue Top
48370,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,French Connection Men Brown & Beige Shirt
8185,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Locomotive Men Check Lafeu Grey Shirts
4748,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Perf Str Polo White Green T-Shirt
56844,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans
57996,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Latin Quarters Women Black Dress
